contributor_zip,total_population,median_age,median_income,hispanic_or_latino,num_donations,total_amt_donated,white_alone_percent,black_alone_percent,native_american_percent,asian_alone_percent,hawaiian_pacific_percent,other_race_percent,hispanic_or_latino_percent,two_or_more_races_percent,amt_donated_per_resident
21660,4100,39.1,78922,293,1,90,74.29268292682927,17.902439024390244,0,1.75609756097561,0,1.4146341463414636,7.146341463414633,4.634146341463414,0.02195121951219512
20640,10629,37.4,88750,439,1,232.4,37.75519804308966,54.70881550475115,0.30106312917489886,2.3520556966788972,0.07526578229372471,0.8843729419512654,4.130209803368143,3.923228902060401,0.021864709756327032
21863,4913,40.3,67107,171,1,100,69.87583960920009,22.409932831263994,0,1.8929371056381028,0,0.18318746183594548,3.4805617748829634,5.638102992061877,0.02035416242621616
21221,43822,41.4,68140,2407,6,794.72,60.00867144356717,30.388845785222035,0.1391994888412213,1.7365706722650722,0,1.5357582949203596,5.492674912144585,6.190954315184154,0.018135183241294327
20714,4767,34.7,86534,219,2,75,72.2886511432767,14.99895112229914,0.35661841829242713,4.090623033354311,1.0279001468428781,0.9020348227396686,4.594084329767149,6.335221313194881,0.015733165512901194
21638,5064,47.1,116953,159,2,75,80.98341232227489,7.2274881516587675,0,0,0.2962085308056872,1.6587677725118484,3.139810426540284,9.834123222748815,0.01481042654028436
20748,40763,40,79381,3553,7,600,5.078134582832471,84.38289625395579,0.09076858916173981,1.1333807619655079,0,5.742953168314402,8.716237764639502,3.5718666437700857,0.014719230674876727
21128,15934,40,122021,634,1,225,66.60599974896448,13.411572737542363,0,14.026609765281787,0,0.3200702899460274,3.978913016191791,5.635747458265344,0.014120748085854149
21222,60013,36.5,60483,8015,6,819.1,66.35229033709363,18.276040191291887,1.0797660506890174,2.1911919084198423,0,6.301967906953493,13.355439654741472,5.79874360555213,0.013648709446286638
96734,51966,36.8,121536,6035,1,669.61,47.34249316861025,1.441327021514067,0.4214293961436324,18.487087711195784,4.327829734826618,2.2091367432552054,11.613362583227495,25.770696224454454,0.012885540545741446
21244,39501,34.8,80335,3434,6,423,11.799701273385484,73.10447836763626,0,7.308675729728361,1.1265537581327054,4.361914888230678,8.693450798713958,2.2986759828865093,0.010708589655958077
20007,23797,38.4,145048,3161,1,250,77.23662646552086,5.265369584401395,0.021011051813253773,5.8116569315459925,0.15127957305542716,2.1305206538639325,13.283186956339035,9.383535739799134,0.010505525906626886
21053,3051,40.9,99513,147,2,31.05,91.31432317273025,3.2120616191412656,0.19665683382497542,0,0,0.3605375286791216,4.818092428711897,4.916420845624385,0.010176991150442478
20746,28078,41.2,78754,1373,4,240.66,4.911318469976494,86.622978844647065,0.08547617351663224,1.5350096160695206,0,2.8385212621981624,4.889949426597337,4.006695633592136,0.008571123299380298
21219,9605,44.9,116000,50,3,68,86.49661634565331,3.5502342529932327,0.1665799062988027,7.006767308693389,0,0,0.5205622071837585,2.77980218636127,0.007079646017699115
21225,34872,35.2,49171,5669,1,234,35.75934847442074,43.5879788942418,1.0524202798807065,2.3199128240422118,0.028676301904106444,11.602431750401468,16.256595549437943,5.64923147510897,0.006710254645560908
20755,10011,27.2,94110,1520,1,65.92,48.24692837878334,24.852662071721106,0.159824193387274,7.761462391369493,0.3296373988612526,3.6260113874737785,15.183298371791029,15.023474178403756,0.006584756767555689
21102,12024,44.5,110503,268,2,60,93.562874251497007,1.5385894876912842,0.8233532934131738,0.8566200931470394,0,0.024950099800399198,2.228875582168995,3.1936127744510974,0.00499001996007984
21017,6177,36.5,96424,220,1,25,68.13987372510928,23.44180022664724,0,1.570341589768496,0.12951270843451515,1.4084507042253522,3.561599481949166,5.3100210458151205,0.0040472721385785984
20784,32191,35.7,80170,11795,2,100,10.189183312105868,53.86288092945233,0.31996520766673914,1.857662079463204,0,29.08887577273151,36.64067596533192,4.681432698580348,0.003106458326861545
21612,557,70,110778,32,1,1.7,93.17773788150808,0,0,0,0,0,5.745062836624776,6.822262118491921,0.003052064631956912
20623,2457,49.5,116475,52,1,7,5.046805046805047,89.13308913308914,0,0,0,0.5698005698005698,2.1164021164021163,5.25030525030525,0.002849002849002849
21213,28862,37.3,47870,813,3,61,7.442311690111565,87.64118910678401,0.20442103804310163,0.1212667174831959,0,2.2694199986140946,2.8168526089668076,2.321391448964036,0.002113505647564271
21223,20728,39.2,35541,915,1,1,16.108645310690854,74.13643380934002,0.12060980316480124,1.1578541103820919,0,2.807796217676573,4.414318795831726,5.668660748745658,4.8243921265920496e-5
20725,NA,NA,NA,NA,9,6894.9000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA
20859,NA,NA,NA,NA,4,2541.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
21843,NA,NA,NA,NA,4,879.28,NA,NA,NA,NA,NA,NA,NA,NA,NA
20875,NA,NA,NA,NA,2,225,NA,NA,NA,NA,NA,NA,NA,NA,NA
21139,NA,NA,NA,NA,2,234,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,1,405,NA,NA,NA,NA,NA,NA,NA,NA,NA
20704,NA,NA,NA,NA,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
20741,NA,NA,NA,NA,1,135,NA,NA,NA,NA,NA,NA,NA,NA,NA
20750,NA,NA,NA,NA,1,500,NA,NA,NA,NA,NA,NA,NA,NA,NA
20775,NA,NA,NA,NA,1,135,NA,NA,NA,NA,NA,NA,NA,NA,NA
20824,NA,NA,NA,NA,1,75,NA,NA,NA,NA,NA,NA,NA,NA,NA
20849,NA,NA,NA,NA,1,130,NA,NA,NA,NA,NA,NA,NA,NA,NA
20898,NA,NA,NA,NA,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
20907,NA,NA,NA,NA,1,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
20916,NA,NA,NA,NA,1,88.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
20917,NA,NA,NA,NA,1,500,NA,NA,NA,NA,NA,NA,NA,NA,NA
20950,NA,NA,NA,NA,1,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
21022,NA,NA,NA,NA,1,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
21041,NA,NA,NA,NA,1,771.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
21241,NA,NA,NA,NA,1,211.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
21569,NA,NA,NA,NA,1,27.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
21604,NA,NA,NA,NA,1,3300,NA,NA,NA,NA,NA,NA,NA,NA,NA
29755,NA,NA,NA,NA,1,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
